,日期,单品编码,批发价格(元/千克)
14299,2021-05-12,102900005125815,4.64
14300,2021-05-12,102900011000328,4.8
14301,2021-05-12,102900011002414,6.14
14302,2021-05-12,102900011006689,1.92
14303,2021-05-12,102900011008164,1.0
14304,2021-05-12,102900011009444,5.31
14305,2021-05-12,102900011009970,2.8
14306,2021-05-12,102900011012994,2.16
14307,2021-05-12,102900011013274,2.67
14308,2021-05-12,102900011016701,3.32
14309,2021-05-12,102900011024010,15.0
14310,2021-05-12,102900051000463,2.92
14311,2021-05-12,102900051000944,10.0
14312,2021-05-12,102900051004294,7.59
14313,2021-05-12,102900051010455,3.11
14314,2021-05-12,106949711300068,1.59
14315,2021-05-12,106958851400125,1.77
14316,2021-05-13,102900005115168,1.4
14317,2021-05-13,102900005115762,2.19
14318,2021-05-13,102900005115779,3.82
14319,2021-05-13,102900005115786,3.61
14320,2021-05-13,102900005115793,7.09
14321,2021-05-13,102900005115823,3.08
14322,2021-05-13,102900005115854,2.07
14323,2021-05-13,102900005115908,2.4
14324,2021-05-13,102900005115960,0.84
14325,2021-05-13,102900005115984,4.56
14326,2021-05-13,102900005116219,9.13
14327,2021-05-13,102900005116226,5.5
14328,2021-05-13,102900005116233,5.51
14329,2021-05-13,102900005116257,3.65
14330,2021-05-13,102900005116509,2.54
14331,2021-05-13,102900005116530,12.0
14332,2021-05-13,102900005116547,3.03
14333,2021-05-13,102900005116714,3.83
14334,2021-05-13,102900005116790,2.72
14335,2021-05-13,102900005116837,6.03
14336,2021-05-13,102900005116899,7.2
14337,2021-05-13,102900005116943,8.27
14338,2021-05-13,102900005118572,1.0
14339,2021-05-13,102900005118817,4.55
14340,2021-05-13,102900005118824,5.68
14341,2021-05-13,102900005118831,3.33
14342,2021-05-13,102900005119944,6.05
14343,2021-05-13,102900005119975,5.4
14344,2021-05-13,102900005125808,10.97
14345,2021-05-13,102900005125815,4.64
14346,2021-05-13,102900011000328,5.13
14347,2021-05-13,102900011006689,1.92
14348,2021-05-13,102900011008164,1.0
14349,2021-05-13,102900011009444,5.31
14350,2021-05-13,102900011009970,2.8
14351,2021-05-13,102900011012994,2.18
14352,2021-05-13,102900011013274,2.66
14353,2021-05-13,102900011016701,4.77
14354,2021-05-13,102900011022030,2.4
14355,2021-05-13,102900011024010,15.0
14356,2021-05-13,102900051000463,3.12
14357,2021-05-13,102900051004294,6.76
14358,2021-05-13,102900051010455,3.1
14359,2021-05-13,106949711300068,1.55
14360,2021-05-13,106958851400125,1.82
14361,2021-05-14,102900005115168,1.4
14362,2021-05-14,102900005115762,2.17
14363,2021-05-14,102900005115779,3.82
14364,2021-05-14,102900005115786,2.86
14365,2021-05-14,102900005115793,7.19
14366,2021-05-14,102900005115823,3.08
14367,2021-05-14,102900005115854,1.72
14368,2021-05-14,102900005115908,3.0
14369,2021-05-14,102900005115960,0.84
14370,2021-05-14,102900005115984,4.56
14371,2021-05-14,102900005116219,9.18
14372,2021-05-14,102900005116226,5.15
14373,2021-05-14,102900005116233,5.66
14374,2021-05-14,102900005116257,3.44
14375,2021-05-14,102900005116509,2.46
14376,2021-05-14,102900005116530,12.0
14377,2021-05-14,102900005116547,3.03
14378,2021-05-14,102900005116639,3.25
14379,2021-05-14,102900005116714,4.83
14380,2021-05-14,102900005116790,3.12
14381,2021-05-14,102900005116837,6.04
14382,2021-05-14,102900005116899,7.2
14383,2021-05-14,102900005116943,9.32
14384,2021-05-14,102900005117209,15.25
14385,2021-05-14,102900005118572,1.6
14386,2021-05-14,102900005118817,4.25
14387,2021-05-14,102900005118824,4.98
14388,2021-05-14,102900005118831,3.28
14389,2021-05-14,102900005119098,12.38
14390,2021-05-14,102900005119944,6.05
14391,2021-05-14,102900005119975,5.4
14392,2021-05-14,102900005125808,11.12
14393,2021-05-14,102900005125815,4.64
14394,2021-05-14,102900011000328,5.14
14395,2021-05-14,102900011002414,6.11
14396,2021-05-14,102900011006689,1.85
14397,2021-05-14,102900011008164,1.0
14398,2021-05-14,102900011009444,5.45
14399,2021-05-14,102900011009970,2.76
14400,2021-05-14,102900011013274,2.7
14401,2021-05-14,102900011016701,3.1
14402,2021-05-14,102900011024010,15.0
14403,2021-05-14,102900051000463,2.84
14404,2021-05-14,102900051004294,6.71
14405,2021-05-14,102900051010455,2.88
14406,2021-05-14,106949711300068,1.53
14407,2021-05-15,102900005115168,1.4
14408,2021-05-15,102900005115762,2.2
14409,2021-05-15,102900005115779,3.42
14410,2021-05-15,102900005115786,2.26
14411,2021-05-15,102900005115793,7.11
14412,2021-05-15,102900005115823,3.08
14413,2021-05-15,102900005115854,1.74
14414,2021-05-15,102900005115908,3.0
14415,2021-05-15,102900005115960,0.84
14416,2021-05-15,102900005115984,4.11
14417,2021-05-15,102900005116219,9.19
14418,2021-05-15,102900005116226,5.13
14419,2021-05-15,102900005116233,5.7
14420,2021-05-15,102900005116257,3.3
14421,2021-05-15,102900005116509,2.13
14422,2021-05-15,102900005116530,12.0
14423,2021-05-15,102900005116547,3.03
14424,2021-05-15,102900005116714,5.06
14425,2021-05-15,102900005116790,3.12
14426,2021-05-15,102900005116837,6.04
14427,2021-05-15,102900005116899,7.2
14428,2021-05-15,102900005116943,7.39
14429,2021-05-15,102900005117209,13.64
14430,2021-05-15,102900005118572,1.6
14431,2021-05-15,102900005118817,4.45
14432,2021-05-15,102900005118824,4.92
14433,2021-05-15,102900005118831,3.3
14434,2021-05-15,102900005119098,12.38
14435,2021-05-15,102900005119944,6.04
14436,2021-05-15,102900005119975,5.4
14437,2021-05-15,102900005123880,4.6
14438,2021-05-15,102900005125808,10.72
14439,2021-05-15,102900005125815,4.64
14440,2021-05-15,102900011000328,4.87
14441,2021-05-15,102900011001219,10.1
14442,2021-05-15,102900011001806,2.88
14443,2021-05-15,102900011002414,6.16
14444,2021-05-15,102900011006689,1.84
14445,2021-05-15,102900011008164,1.1
14446,2021-05-15,102900011009444,5.85
14447,2021-05-15,102900011009970,2.8
14448,2021-05-15,102900011011546,1.0
14449,2021-05-15,102900011012994,2.18
14450,2021-05-15,102900011013274,2.7
14451,2021-05-15,102900011016701,2.69
14452,2021-05-15,102900051000463,2.71
14453,2021-05-15,102900051004294,6.89
14454,2021-05-15,102900051010455,2.68
14455,2021-05-15,106949711300068,1.52
14456,2021-05-15,106958851400125,1.63
14457,2021-05-16,102900005115168,1.4
14458,2021-05-16,102900005115762,1.88
14459,2021-05-16,102900005115779,3.3
14460,2021-05-16,102900005115786,2.03
14461,2021-05-16,102900005115793,7.15
14462,2021-05-16,102900005115823,3.08
14463,2021-05-16,102900005115854,1.83
14464,2021-05-16,102900005115908,3.0
14465,2021-05-16,102900005115960,0.84
14466,2021-05-16,102900005115984,4.0
14467,2021-05-16,102900005116219,9.18
14468,2021-05-16,102900005116226,4.92
14469,2021-05-16,102900005116233,5.59
14470,2021-05-16,102900005116257,3.34
14471,2021-05-16,102900005116509,1.98
14472,2021-05-16,102900005116530,12.0
14473,2021-05-16,102900005116547,3.04
14474,2021-05-16,102900005116714,5.72
14475,2021-05-16,102900005116790,3.07
14476,2021-05-16,102900005116837,6.05
14477,2021-05-16,102900005116899,7.2
14478,2021-05-16,102900005116943,7.39
14479,2021-05-16,102900005118824,4.91
14480,2021-05-16,102900005118831,3.35
14481,2021-05-16,102900005119098,12.39
14482,2021-05-16,102900005119975,4.85
14483,2021-05-16,102900005125808,11.09
14484,2021-05-16,102900005125815,4.65
14485,2021-05-16,102900011000328,4.53
14486,2021-05-16,102900011001806,2.88
14487,2021-05-16,102900011002414,6.2
14488,2021-05-16,102900011006689,1.92
14489,2021-05-16,102900011008164,1.2
14490,2021-05-16,102900011009444,6.1
14491,2021-05-16,102900011009970,2.83
14492,2021-05-16,102900011012994,2.15
14493,2021-05-16,102900011013274,2.64
14494,2021-05-16,102900011016701,2.39
14495,2021-05-16,102900011022030,2.4
14496,2021-05-16,102900051000463,2.62
14497,2021-05-16,102900051004294,6.63
14498,2021-05-16,102900051010455,2.68
14499,2021-05-16,106949711300068,1.52
14500,2021-05-16,106958851400125,1.65
14501,2021-05-17,102900005115168,1.4
14502,2021-05-17,102900005115762,1.93
14503,2021-05-17,102900005115779,3.33
14504,2021-05-17,102900005115786,2.19
14505,2021-05-17,102900005115793,7.25
14506,2021-05-17,102900005115823,3.08
14507,2021-05-17,102900005115854,2.08
14508,2021-05-17,102900005115908,3.0
14509,2021-05-17,102900005115960,0.84
14510,2021-05-17,102900005115984,3.62
14511,2021-05-17,102900005116219,9.19
14512,2021-05-17,102900005116226,4.82
14513,2021-05-17,102900005116233,5.74
14514,2021-05-17,102900005116257,3.27
14515,2021-05-17,102900005116509,2.08
14516,2021-05-17,102900005116530,12.0
14517,2021-05-17,102900005116547,2.84
14518,2021-05-17,102900005116714,5.15
14519,2021-05-17,102900005116790,3.07
14520,2021-05-17,102900005116837,6.05
14521,2021-05-17,102900005116899,7.2
14522,2021-05-17,102900005116943,7.69
14523,2021-05-17,102900005117209,12.12
14524,2021-05-17,102900005118572,1.6
14525,2021-05-17,102900005118817,4.61
14526,2021-05-17,102900005118824,4.81
14527,2021-05-17,102900005118831,3.31
14528,2021-05-17,102900005119098,12.4
14529,2021-05-17,102900005119975,5.18
14530,2021-05-17,102900005125808,11.8
14531,2021-05-17,102900005125815,4.65
14532,2021-05-17,102900011000328,4.47
14533,2021-05-17,102900011002414,6.17
14534,2021-05-17,102900011006689,1.96
14535,2021-05-17,102900011008164,1.2
14536,2021-05-17,102900011009444,5.59
14537,2021-05-17,102900011009970,2.8
14538,2021-05-17,102900011012994,2.13
14539,2021-05-17,102900011016701,2.25
14540,2021-05-17,102900011022030,2.4
14541,2021-05-17,102900051000463,2.62
14542,2021-05-17,102900051004294,6.26
14543,2021-05-17,102900051010455,2.68
14544,2021-05-17,106949711300068,1.51
14545,2021-05-18,102900005115168,1.4
14546,2021-05-18,102900005115762,1.99
14547,2021-05-18,102900005115779,3.37
14548,2021-05-18,102900005115786,2.26
14549,2021-05-18,102900005115793,7.23
14550,2021-05-18,102900005115823,3.06
14551,2021-05-18,102900005115854,2.16
14552,2021-05-18,102900005115908,3.0
14553,2021-05-18,102900005115946,3.25
14554,2021-05-18,102900005115960,0.84
14555,2021-05-18,102900005115984,3.62
14556,2021-05-18,102900005116226,4.55
14557,2021-05-18,102900005116233,5.74
14558,2021-05-18,102900005116257,3.29
14559,2021-05-18,102900005116509,2.51
14560,2021-05-18,102900005116530,12.0
14561,2021-05-18,102900005116547,2.83
14562,2021-05-18,102900005116714,4.75
14563,2021-05-18,102900005116790,3.07
14564,2021-05-18,102900005116837,6.13
14565,2021-05-18,102900005116899,7.36
14566,2021-05-18,102900005116943,7.96
14567,2021-05-18,102900005118572,1.6
14568,2021-05-18,102900005118817,4.6
14569,2021-05-18,102900005118824,4.71
14570,2021-05-18,102900005118831,3.31
14571,2021-05-18,102900005119098,12.39
14572,2021-05-18,102900005119944,6.05
14573,2021-05-18,102900005119975,5.07
14574,2021-05-18,102900005125808,11.64
14575,2021-05-18,102900005125815,4.64
14576,2021-05-18,102900011000328,3.92
14577,2021-05-18,102900011002414,6.14
14578,2021-05-18,102900011006689,1.95
14579,2021-05-18,102900011008164,1.2
14580,2021-05-18,102900011009444,5.46
14581,2021-05-18,102900011009970,2.8
14582,2021-05-18,102900011012994,2.16
14583,2021-05-18,102900011016701,2.36
14584,2021-05-18,102900011024010,15.0
14585,2021-05-18,102900051000463,2.71
14586,2021-05-18,102900051004294,6.19
14587,2021-05-18,102900051010455,2.68
14588,2021-05-18,106949711300068,1.56
14589,2021-05-19,102900005115168,1.4
14590,2021-05-19,102900005115762,2.19
14591,2021-05-19,102900005115779,3.32
14592,2021-05-19,102900005115786,2.41
14593,2021-05-19,102900005115793,7.23
14594,2021-05-19,102900005115823,2.76
14595,2021-05-19,102900005115854,2.15
14596,2021-05-19,102900005115908,3.0
14597,2021-05-19,102900005115960,0.84
14598,2021-05-19,102900005115984,3.62
14599,2021-05-19,102900005116226,4.28
14600,2021-05-19,102900005116233,5.74
14601,2021-05-19,102900005116257,3.29
14602,2021-05-19,102900005116509,2.65
14603,2021-05-19,102900005116530,12.0
14604,2021-05-19,102900005116547,2.84
14605,2021-05-19,102900005116714,4.69
14606,2021-05-19,102900005116790,3.03
14607,2021-05-19,102900005116837,6.45
14608,2021-05-19,102900005116899,7.4
14609,2021-05-19,102900005116943,7.96
14610,2021-05-19,102900005117353,1.0
14611,2021-05-19,102900005118572,1.6
14612,2021-05-19,102900005118817,4.6
14613,2021-05-19,102900005118824,4.55
14614,2021-05-19,102900005118831,3.29
14615,2021-05-19,102900005119098,12.39
14616,2021-05-19,102900005119944,6.05
14617,2021-05-19,102900005119975,4.81
14618,2021-05-19,102900005125808,11.06
14619,2021-05-19,102900005125815,4.65
14620,2021-05-19,102900011000328,3.09
14621,2021-05-19,102900011001219,10.0
14622,2021-05-19,102900011001806,2.87
14623,2021-05-19,102900011001813,0.6
14624,2021-05-19,102900011006689,1.92
14625,2021-05-19,102900011008164,1.2
14626,2021-05-19,102900011009444,5.24
14627,2021-05-19,102900011009970,2.8
14628,2021-05-19,102900011016701,2.41
14629,2021-05-19,102900011022030,2.4
14630,2021-05-19,102900051004294,6.18
14631,2021-05-19,102900051010455,2.68
14632,2021-05-19,106949711300068,1.56
14633,2021-05-20,102900005115168,1.4
14634,2021-05-20,102900005115762,2.21
14635,2021-05-20,102900005115779,3.3
14636,2021-05-20,102900005115786,2.41
14637,2021-05-20,102900005115793,7.11
14638,2021-05-20,102900005115823,2.76
14639,2021-05-20,102900005115854,2.15
14640,2021-05-20,102900005115908,3.0
14641,2021-05-20,102900005115946,2.97
14642,2021-05-20,102900005115960,0.84
14643,2021-05-20,102900005115984,3.62
14644,2021-05-20,102900005116226,4.21
14645,2021-05-20,102900005116233,5.76
14646,2021-05-20,102900005116257,3.31
14647,2021-05-20,102900005116509,2.88
14648,2021-05-20,102900005116530,12.0
14649,2021-05-20,102900005116547,2.84
14650,2021-05-20,102900005116714,4.7
14651,2021-05-20,102900005116790,3.03
14652,2021-05-20,102900005116837,6.46
14653,2021-05-20,102900005116899,7.4
14654,2021-05-20,102900005116943,7.62
14655,2021-05-20,102900005117353,1.0
14656,2021-05-20,102900005118572,1.6
14657,2021-05-20,102900005118817,4.61
14658,2021-05-20,102900005118824,4.37
14659,2021-05-20,102900005118831,2.97
14660,2021-05-20,102900005119098,12.4
14661,2021-05-20,102900005119944,6.06
14662,2021-05-20,102900005119975,4.8
14663,2021-05-20,102900005123880,4.45
14664,2021-05-20,102900005125808,10.0
14665,2021-05-20,102900005125815,4.65
14666,2021-05-20,102900011000328,3.49
14667,2021-05-20,102900011001813,0.6
14668,2021-05-20,102900011002414,6.14
14669,2021-05-20,102900011006689,1.92
14670,2021-05-20,102900011008164,1.2
14671,2021-05-20,102900011009444,4.72
14672,2021-05-20,102900011009970,2.8
14673,2021-05-20,102900011012994,2.19
14674,2021-05-20,102900011016701,2.41
14675,2021-05-20,102900011022030,2.4
14676,2021-05-20,102900051000463,2.71
14677,2021-05-20,102900051004294,6.33
14678,2021-05-20,102900051009336,16.58
14679,2021-05-20,102900051010455,2.68
14680,2021-05-20,106949711300068,1.54
14681,2021-05-20,106958851400125,1.64
14682,2021-05-21,102900005115168,1.4
14683,2021-05-21,102900005115762,2.21
14684,2021-05-21,102900005115779,3.3
14685,2021-05-21,102900005115786,2.57
14686,2021-05-21,102900005115793,7.34
14687,2021-05-21,102900005115823,2.76
14688,2021-05-21,102900005115854,2.15
14689,2021-05-21,102900005115908,3.0
14690,2021-05-21,102900005115960,0.84
14691,2021-05-21,102900005115984,3.62
14692,2021-05-21,102900005116226,4.2
14693,2021-05-21,102900005116233,6.31
14694,2021-05-21,102900005116257,3.32
14695,2021-05-21,102900005116509,2.99
14696,2021-05-21,102900005116530,12.0
14697,2021-05-21,102900005116547,2.84
14698,2021-05-21,102900005116639,3.25
14699,2021-05-21,102900005116714,5.18
14700,2021-05-21,102900005116790,3.02
14701,2021-05-21,102900005116837,6.47
14702,2021-05-21,102900005116899,7.4
14703,2021-05-21,102900005116943,7.19
14704,2021-05-21,102900005117353,1.0
14705,2021-05-21,102900005118572,1.6
14706,2021-05-21,102900005118824,4.37
14707,2021-05-21,102900005118831,2.75
14708,2021-05-21,102900005119098,12.41
14709,2021-05-21,102900005119944,6.06
14710,2021-05-21,102900005119975,4.8
14711,2021-05-21,102900005125808,9.58
14712,2021-05-21,102900005125815,4.65
14713,2021-05-21,102900011000328,4.01
14714,2021-05-21,102900011001813,0.6
14715,2021-05-21,102900011002414,6.11
14716,2021-05-21,102900011006689,2.23
14717,2021-05-21,102900011008164,1.2
14718,2021-05-21,102900011009444,4.72
14719,2021-05-21,102900011009970,2.8
14720,2021-05-21,102900011012994,2.22
14721,2021-05-21,102900011016701,2.4
14722,2021-05-21,102900011022030,2.4
14723,2021-05-21,102900011024010,15.0
14724,2021-05-21,102900051004294,6.82
14725,2021-05-21,102900051009336,16.56
14726,2021-05-21,102900051010455,2.68
14727,2021-05-21,106949711300068,1.52
14728,2021-05-21,106958851400125,1.62
14729,2021-05-22,102900005115168,1.35
14730,2021-05-22,102900005115762,2.21
14731,2021-05-22,102900005115779,3.4
14732,2021-05-22,102900005115786,3.35
14733,2021-05-22,102900005115793,7.77
14734,2021-05-22,102900005115823,2.64
14735,2021-05-22,102900005115908,2.73
14736,2021-05-22,102900005115960,0.84
14737,2021-05-22,102900005115984,3.58
14738,2021-05-22,102900005116226,4.2
14739,2021-05-22,102900005116233,5.76
14740,2021-05-22,102900005116257,3.58
14741,2021-05-22,102900005116509,3.0
14742,2021-05-22,102900005116530,12.0
14743,2021-05-22,102900005116547,2.84
14744,2021-05-22,102900005116714,5.47
14745,2021-05-22,102900005116790,3.08
14746,2021-05-22,102900005116899,7.4
14747,2021-05-22,102900005116943,7.79
14748,2021-05-22,102900005117209,12.12
14749,2021-05-22,102900005117353,1.0
14750,2021-05-22,102900005118572,1.6
14751,2021-05-22,102900005118817,5.14
14752,2021-05-22,102900005118824,4.44
14753,2021-05-22,102900005118831,2.87
14754,2021-05-22,102900005119098,12.41
14755,2021-05-22,102900005119944,6.06
14756,2021-05-22,102900005119975,4.66
14757,2021-05-22,102900005125808,10.33
14758,2021-05-22,102900005125815,4.65
14759,2021-05-22,102900011000328,4.17
14760,2021-05-22,102900011001813,0.6
14761,2021-05-22,102900011002414,6.07
14762,2021-05-22,102900011006689,2.35
14763,2021-05-22,102900011008164,1.2
14764,2021-05-22,102900011009444,4.82
14765,2021-05-22,102900011009970,2.8
14766,2021-05-22,102900011016701,2.84
14767,2021-05-22,102900011022030,2.4
14768,2021-05-22,102900051000463,2.71
14769,2021-05-22,102900051004294,7.11
14770,2021-05-22,102900051009336,16.37
14771,2021-05-22,102900051010455,2.68
14772,2021-05-22,106949711300068,1.53
14773,2021-05-22,106958851400125,1.7
14774,2021-05-23,102900005115168,3.47
14775,2021-05-23,102900005115762,2.21
14776,2021-05-23,102900005115779,3.48
14777,2021-05-23,102900005115786,3.77
14778,2021-05-23,102900005115823,2.64
14779,2021-05-23,102900005115908,2.92
14780,2021-05-23,102900005115960,0.84
14781,2021-05-23,102900005115984,3.09
14782,2021-05-23,102900005116219,7.68
14783,2021-05-23,102900005116226,4.22
14784,2021-05-23,102900005116233,5.43
14785,2021-05-23,102900005116257,4.32
14786,2021-05-23,102900005116509,3.02
14787,2021-05-23,102900005116530,12.0
14788,2021-05-23,102900005116547,2.83
14789,2021-05-23,102900005116714,5.42
14790,2021-05-23,102900005116790,3.08
14791,2021-05-23,102900005116899,7.4
14792,2021-05-23,102900005116943,8.05
14793,2021-05-23,102900005117209,12.12
14794,2021-05-23,102900005117353,1.0
14795,2021-05-23,102900005118817,4.0
14796,2021-05-23,102900005118824,4.48
14797,2021-05-23,102900005118831,2.88
14798,2021-05-23,102900005119098,12.4
14799,2021-05-23,102900005119944,6.06
14800,2021-05-23,102900005119975,4.8
14801,2021-05-23,102900005123880,4.4
14802,2021-05-23,102900005125808,12.01
14803,2021-05-23,102900005125815,4.65
14804,2021-05-23,102900011000328,4.36
14805,2021-05-23,102900011001219,9.02
14806,2021-05-23,102900011001813,0.6
14807,2021-05-23,102900011002414,6.12
14808,2021-05-23,102900011006689,2.35
14809,2021-05-23,102900011008164,1.2
14810,2021-05-23,102900011009444,4.98
14811,2021-05-23,102900011009970,3.07
14812,2021-05-23,102900011012994,2.2
14813,2021-05-23,102900011016701,2.78
14814,2021-05-23,102900011022030,2.4
14815,2021-05-23,102900051000463,2.94
14816,2021-05-23,102900051000944,38.78
14817,2021-05-23,102900051004294,7.15
14818,2021-05-23,102900051010455,3.0
14819,2021-05-23,106949711300068,1.54
14820,2021-05-23,106958851400125,1.68
14821,2021-05-24,102900005115168,1.4
14822,2021-05-24,102900005115762,2.58
14823,2021-05-24,102900005115779,3.67
14824,2021-05-24,102900005115786,3.83
14825,2021-05-24,102900005115793,7.9
14826,2021-05-24,102900005115823,2.85
14827,2021-05-24,102900005115908,2.4
14828,2021-05-24,102900005115946,3.19
14829,2021-05-24,102900005115960,1.03
14830,2021-05-24,102900005115984,3.04
14831,2021-05-24,102900005116219,5.8
14832,2021-05-24,102900005116226,3.84
14833,2021-05-24,102900005116233,5.2
14834,2021-05-24,102900005116257,4.1
14835,2021-05-24,102900005116509,2.66
14836,2021-05-24,102900005116530,12.0
14837,2021-05-24,102900005116547,2.84
14838,2021-05-24,102900005116714,4.98
14839,2021-05-24,102900005116790,3.31
14840,2021-05-24,102900005116899,7.4
14841,2021-05-24,102900005116943,7.55
14842,2021-05-24,102900005117353,1.0
14843,2021-05-24,102900005118817,5.39
14844,2021-05-24,102900005118824,4.67
14845,2021-05-24,102900005118831,2.89
14846,2021-05-24,102900005119098,12.41
14847,2021-05-24,102900005119944,6.06
14848,2021-05-24,102900005119975,5.21
14849,2021-05-24,102900005125808,10.31
14850,2021-05-24,102900005125815,4.65
14851,2021-05-24,102900011000328,4.54
14852,2021-05-24,102900011001219,7.31
14853,2021-05-24,102900011001813,0.5
14854,2021-05-24,102900011002414,6.2
14855,2021-05-24,102900011008164,1.2
14856,2021-05-24,102900011009444,5.21
14857,2021-05-24,102900011009970,4.31
14858,2021-05-24,102900011012994,2.19
14859,2021-05-24,102900011016701,2.66
14860,2021-05-24,102900011022030,2.4
14861,2021-05-24,102900051000463,3.62
14862,2021-05-24,102900051004294,7.33
14863,2021-05-24,102900051009336,16.73
14864,2021-05-24,102900051010455,3.08
14865,2021-05-24,106949711300068,1.36
14866,2021-05-25,102900005115762,2.42
14867,2021-05-25,102900005115779,3.67
14868,2021-05-25,102900005115786,4.02
14869,2021-05-25,102900005115793,7.85
14870,2021-05-25,102900005115823,3.09
14871,2021-05-25,102900005115908,2.4
14872,2021-05-25,102900005115960,1.02
14873,2021-05-25,102900005115984,3.04
14874,2021-05-25,102900005116219,5.81
14875,2021-05-25,102900005116226,3.6
14876,2021-05-25,102900005116233,5.24
14877,2021-05-25,102900005116257,4.1
14878,2021-05-25,102900005116509,2.45
14879,2021-05-25,102900005116530,12.0
14880,2021-05-25,102900005116547,2.83
14881,2021-05-25,102900005116714,5.0
14882,2021-05-25,102900005116790,3.23
14883,2021-05-25,102900005116899,7.4
14884,2021-05-25,102900005116943,7.55
14885,2021-05-25,102900005117209,11.08
14886,2021-05-25,102900005118572,1.6
14887,2021-05-25,102900005118824,4.62
14888,2021-05-25,102900005118831,2.87
14889,2021-05-25,102900005119098,12.39
14890,2021-05-25,102900005119944,6.05
14891,2021-05-25,102900005119975,5.29
14892,2021-05-25,102900005125808,10.25
14893,2021-05-25,102900005125815,4.64
14894,2021-05-25,102900011000328,4.38
14895,2021-05-25,102900011001806,2.92
14896,2021-05-25,102900011002414,6.19
14897,2021-05-25,102900011006689,3.22
14898,2021-05-25,102900011008164,1.37
14899,2021-05-25,102900011009444,4.56
14900,2021-05-25,102900011009970,4.06
14901,2021-05-25,102900011012994,2.2
14902,2021-05-25,102900011013274,3.02
14903,2021-05-25,102900011016701,2.69
14904,2021-05-25,102900051000463,3.53
14905,2021-05-25,102900051004294,7.34
14906,2021-05-25,102900051010455,3.61
14907,2021-05-25,106949711300068,1.36
14908,2021-05-25,106958851400125,1.68
14909,2021-05-26,102900005115168,1.4
14910,2021-05-26,102900005115762,2.37
14911,2021-05-26,102900005115779,3.67
14912,2021-05-26,102900005115786,4.01
14913,2021-05-26,102900005115793,7.5
14914,2021-05-26,102900005115823,3.45
14915,2021-05-26,102900005115908,2.79
14916,2021-05-26,102900005115946,3.19
14917,2021-05-26,102900005115960,1.03
14918,2021-05-26,102900005115984,2.99
14919,2021-05-26,102900005116226,3.6
14920,2021-05-26,102900005116233,5.25
14921,2021-05-26,102900005116257,4.11
14922,2021-05-26,102900005116509,2.5
14923,2021-05-26,102900005116530,12.0
14924,2021-05-26,102900005116547,2.65
14925,2021-05-26,102900005116714,5.24
14926,2021-05-26,102900005116790,3.12
14927,2021-05-26,102900005116899,7.4
14928,2021-05-26,102900005116943,7.45
14929,2021-05-26,102900005117353,1.0
14930,2021-05-26,102900005118572,1.6
14931,2021-05-26,102900005118817,5.69
14932,2021-05-26,102900005118824,4.41
14933,2021-05-26,102900005118831,2.88
14934,2021-05-26,102900005119098,12.39
14935,2021-05-26,102900005119944,6.05
14936,2021-05-26,102900005119975,6.0
14937,2021-05-26,102900005125808,10.25
14938,2021-05-26,102900005125815,4.74
14939,2021-05-26,102900011000328,3.9
14940,2021-05-26,102900011001806,2.92
14941,2021-05-26,102900011001813,0.5
14942,2021-05-26,102900011002414,6.17
14943,2021-05-26,102900011006689,3.35
14944,2021-05-26,102900011008164,1.4
14945,2021-05-26,102900011009444,4.48
14946,2021-05-26,102900011009970,3.84
14947,2021-05-26,102900011012994,2.19
14948,2021-05-26,102900011016701,2.75
14949,2021-05-26,102900011022030,2.4
14950,2021-05-26,102900051000463,2.99
14951,2021-05-26,102900051004294,7.12
14952,2021-05-26,102900051010455,3.74
14953,2021-05-26,106949711300068,1.39
14954,2021-05-26,106958851400125,1.68
14955,2021-05-27,102900005115168,1.4
14956,2021-05-27,102900005115762,2.37
14957,2021-05-27,102900005115779,4.02
14958,2021-05-27,102900005115786,4.06
14959,2021-05-27,102900005115793,7.83
14960,2021-05-27,102900005115823,3.45
14961,2021-05-27,102900005115908,2.8
14962,2021-05-27,102900005115946,3.19
14963,2021-05-27,102900005115960,1.1
14964,2021-05-27,102900005115984,3.43
14965,2021-05-27,102900005116219,5.95
14966,2021-05-27,102900005116226,3.85
14967,2021-05-27,102900005116233,4.9
14968,2021-05-27,102900005116257,4.12
14969,2021-05-27,102900005116509,2.51
14970,2021-05-27,102900005116530,12.0
14971,2021-05-27,102900005116547,2.63
14972,2021-05-27,102900005116714,5.12
14973,2021-05-27,102900005116790,3.12
14974,2021-05-27,102900005116899,7.4
14975,2021-05-27,102900005116943,7.49
14976,2021-05-27,102900005118572,1.6
14977,2021-05-27,102900005118817,6.05
14978,2021-05-27,102900005118824,4.48
14979,2021-05-27,102900005118831,2.95
14980,2021-05-27,102900005119098,12.38
14981,2021-05-27,102900005119944,6.05
14982,2021-05-27,102900005119975,6.0
14983,2021-05-27,102900005123880,4.65
14984,2021-05-27,102900005125808,10.3
14985,2021-05-27,102900005125815,4.74
14986,2021-05-27,102900011000328,3.2
14987,2021-05-27,102900011001806,2.92
14988,2021-05-27,102900011002414,6.11
14989,2021-05-27,102900011006689,3.39
14990,2021-05-27,102900011008164,1.4
14991,2021-05-27,102900011009444,4.48
14992,2021-05-27,102900011009970,3.85
14993,2021-05-27,102900011012994,2.17
14994,2021-05-27,102900011013274,3.01
14995,2021-05-27,102900011016701,2.7
14996,2021-05-27,102900011022030,2.4
14997,2021-05-27,102900051000463,2.98
